JVET number,MPEG number,Created,First upload,Last upload,Title,Source,Download Link,Type
JVET-AH0315,m67934,2024-04-17 10:28:09,2024-04-21 13:47:13,2024-04-21 13:47:13,Crosscheck of JVET-AH0145 (AHG12: Follow up on normative DMVR fix for ECM),J. Lainema (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0315-v1.zip,3
JVET-AH0316,m67937,2024-04-17 11:39:17,2024-04-19 08:54:51,2024-04-19 08:54:51,Crosscheck of JVET-AH0203 (Non-EE2: On BVG-CCCM),J. Lainema (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0316-v1.zip,3
JVET-AH0317,m67938,2024-04-17 12:02:33,2024-04-20 17:58:24,2024-04-20 17:58:24,Crosscheck of JVET-AH0117 (AHG12: Modification of chroma QP mapping table for ECM),F. Wang (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0317-v1.zip,3
JVET-AH0318,m67939,2024-04-17 12:19:29,2024-04-19 09:03:01,2024-04-19 09:03:01,Crosscheck of JVET-AH0061(Non-EE2: CCALF with Chroma SAO Input),W. Yin (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0318-v1.zip,3
JVET-AH0319,m67942,2024-04-17 12:48:48,2024-04-21 09:06:57,2024-04-21 09:06:57,Crosscheck of JVET-AH0314 (EE2-3.5d: Combination of EE2-3.4 and EE2-3.5c),H.-J. Jhu (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0319-v1.zip,3
JVET-AH0320,m67946,2024-04-17 14:34:15,2024-04-18 14:29:24,2024-04-18 14:29:24,Crosscheck of JVET-AH0078 (AhG10: Distortion Propagation Factor for VVC Low-Delay Configuration),"J. Huo, Z. Zhang (Xidian Univ.)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0320-v1.zip,3
JVET-AH0321,m67948,2024-04-17 14:57:02,2024-04-18 10:34:22,2024-04-18 10:34:22,Crosscheck of JVET-AH0063 (AHG12: On Shifting Quantization Center),M. Balcilar (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0321-v1.zip,3
JVET-AH0322,m67949,2024-04-17 15:42:56,2024-04-17 17:24:35,2024-04-17 17:24:35,AHG8: Report of study of ground truth data,S.Keating (Sony),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0322-v1.zip,2
JVET-AH0323,m67952,2024-04-17 16:17:45,2024-04-17 16:57:42,2024-04-18 20:29:13,Crosscheck of JVET-AH0071 (EE2-related: IntraTMP extension to TIMD),R. Chang (Tencent),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0323-v2.zip,3
JVET-AH0324,m67959,2024-04-17 21:17:39,2024-04-18 13:18:00,2024-04-21 08:15:56,Crosscheck of JVET-AH0114 (AHG 16: Updated Common Software Tools for Generative Face Video Compression),P. Yin (Dolby),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0324-v2.zip,3
JVET-AH0325,m67970,2024-04-17 23:57:19,2024-04-18 00:11:11,2024-04-24 13:00:43,AHG9: On Text Description SEI (JVET-AH0052) and Text Comment SEI (JVET-AH0172),"J. Boyce, M. M. Hannuksela (Nokia)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0325-v2.zip,2
JVET-AH0326,m67975,2024-04-18 07:09:11,2024-04-20 00:07:32,2024-04-20 00:07:32,Crosscheck of JVET-AH0142 (AHG4: HDR 4K content for JVET CTCs),F.  Pu (Dolby),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0326-v1.zip,3
JVET-AH0327,m67979,2024-04-18 10:00:35,2024-04-19 10:28:48,2024-04-19 10:28:48,Cross-check of JVET-AH0114 (AHG 16: Updated Common Software Tools for Generative Face Video Compression),"J.-Y. Thong, H.-B. Teo (Panasonic)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0327-v1.zip,3
JVET-AH0328,m67981,2024-04-18 10:15:25,2024-04-24 10:24:45,2024-04-24 10:24:45,Crosscheck of JVET-AH0312 (EE1-4 related: On training data of super resolution),C. Zhou (vivo),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0328-v1.zip,3
JVET-AH0329,m67987,2024-04-18 14:37:37,2024-04-23 15:37:03,2024-04-23 15:37:03,Crosscheck of JVET-AH0141 (AHG12: Sharp motion compensation filter for bi-prediction),L.-F. Chen (Tencent),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0329-v1.zip,3
JVET-AH0330,m67989,2024-04-18 16:53:41,2024-04-19 10:22:56,2024-04-19 10:22:56,Crosscheck of JVET-AH0181 (AHG12: Adaptation of intra/inter LFNST/NSPT for low-delay configuration),"Y. Kidani, K. Kawamura (KDDI)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0330-v1.zip,3
JVET-AH0331,m67990,2024-04-18 17:04:31,2024-04-19 10:26:31,2024-04-19 10:26:31,Crosscheck of JVET-AH0182 (Non-EE2: On intra and inter LFNST/NSPT for low delay configuration),C. Bonnineau (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0331-v1.zip,3
JVET-AH0332,m67992,2024-04-18 17:08:32,2024-04-19 05:47:24,2024-04-19 05:47:24,Crosscheck of JVET-AH0170 (Non-EE2: ALF residuals scaling),Z. Dai (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0332-v1.zip,3
JVET-AH0333,m67993,2024-04-18 17:14:28,2024-04-18 17:17:58,2024-04-18 17:17:58,Crosscheck of JVET-AH0060 (Non-EE2: On residual adjustments for adaptive loop filters),P. Bordes (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0333-v1.zip,3
JVET-AH0334,m67994,2024-04-18 17:38:21,2024-04-18 19:36:56,2024-04-24 16:04:47,Crosscheck of JVET-AH0195 (EE1-related : complexity reduction of NN in-loop filters through early cropping),T. Dumas (Interdigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0334-v2.zip,3
JVET-AH0335,m67995,2024-04-18 17:54:24,2024-04-19 09:39:01,2024-04-19 09:39:01,Crosscheck of JVET-AH0095 (AHG12: Regularized EIP),L. Xu (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0335-v1.zip,3
JVET-AH0336,m67997,2024-04-18 22:46:19,2024-04-18 22:49:13,2024-04-18 22:49:13,Crosscheck of JVET-AH0223: AHG12: Context retraining for ECM-12.0,F. Galpin (Interdigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0336-v1.zip,3
JVET-AH0337,m67999,2024-04-19 04:44:14,2024-04-21 03:08:07,2024-04-21 03:08:07,Crosscheck of JVET-AH0062 (Non-EE2: CCALF with Chroma Fixed Filter Input),N. Hu (Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0337-v1.zip,3
JVET-AH0338,m68001,2024-04-19 07:48:09,2024-04-19 09:43:59,2024-04-19 09:43:59,Crosscheck of JVET-AH0157(AHG8: On combined pre-processing and post-processing for machine vision),H. Zhang (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0338-v1.zip,3
JVET-AH0339,m68003,2024-04-19 08:35:24,2024-04-19 09:09:16,2024-05-01 09:46:54,Cross-check of JVET-AH0058 (Non-EE2 : derived MIP modes with fusion),T. Dumas (Interdigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0339-v4.zip,3
JVET-AH0341,m68005,2024-04-19 08:51:20,2024-04-19 09:11:26,2024-04-19 09:16:05,Crosscheck of JVET-AH0145 (AHG12: Follow up on normative DMVR fix for ECM as in JVET-AG0125 (Parallel friendly use of boundary distortion for DMVR)),A. Wieckowski (HHI),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0341-v2.zip,3
JVET-AH0342,m68008,2024-04-19 09:58:13,2024-04-19 15:23:36,2024-04-19 15:23:36,Cross-check of JVET-AH0062 (Non-EE2: CCALF with Chroma Fixed Filter Input),I.Jumakulyyev (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0342-v1.zip,3
JVET-AH0343,m68009,2024-04-19 13:05:49,2024-04-19 20:47:42,2024-04-20 17:15:30,AHG9: Proposed Specification Text for Text Description Information SEI Message,"S Deshpande (Sharp), J. Boyce, M. M. Hannuksela (Nokia), P. de Lagrange, D. Doyen, E. François, F. Urban, C. Salmon-Legagneur (Interdigital), S. Wenger, A. Hinds, G. Teniou (Tencent)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0343-v3.zip,2
JVET-AH0344,m68013,2024-04-19 20:54:12,2024-04-22 16:51:20,2024-04-22 16:51:20,Preliminary report on subjective performance evaluation of the ECM,"M. Wien (RWTH), V. Baroncini (VABTech), G. Baroncini (GBTech)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0344-v1.zip,0
JVET-AH0345,m68021,2024-04-20 13:42:09,2024-04-20 13:44:12,2024-04-20 13:44:12,AHG9: Updated text for AI marking SEI,Stephan Wenger,https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0345-v1.zip,2
JVET-AH0346,m68022,2024-04-20 14:12:36,2024-04-20 14:30:16,2024-04-20 14:53:54,AHG9: Modifications for signalling of object mask information SEI message,"Hendry, J. Nam (LGE), M. M. Hannuksela (Nokia), J. Chen, Y. Ye (Alibaba), Y.-K. Wang (Bytedance)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0346-v2.zip,2
JVET-AH0347,m68036,2024-04-21 08:38:50,2024-04-21 11:35:13,2024-04-21 11:35:13,EE plan for Multiple Transform Set Selection,"F. Wang, Y. Yu, H. Yu, D. Wang (OPPO), L. Zhao, K. Zhang, L. Zhang (Bytedance), M. Coban, M. Karczewicz (Qualcomm), C. Bonnineau, S. Puri, K. Naser, F. Le Léannec (InterDigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0347-v1.zip,1
JVET-AH0348,m68046,2024-04-21 10:23:38,2024-04-21 16:36:09,2024-04-22 17:20:36,Crosscheck of JVET-AH0248 (AHG8: Reduced residual encoding in VVC for machine consumption),C. Hollmann (Ericsson),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0348-v2.zip,3
JVET-AH0349,m68049,2024-04-21 12:39:44,2024-04-21 12:50:14,2024-04-21 12:50:14,AHG9/AHG16: On semantics fix for GFV SEI message,"J. Chen, Y. Ye (Alibaba), K. Yang (SJTU), Y.-K. Wang (Bytedance), Y. Xu, Y. Li (SJTU)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0349-v1.zip,2
JVET-AH0350,m68052,2024-04-21 13:59:19,2024-04-21 14:05:05,2024-04-22 09:26:35,AHG9: Handling of a processing chain,"M. M. Hannuksela (Nokia), Y.-K. Wang (ByteDance)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0350-v2.zip,2
JVET-AH0351,m68090,2024-04-22 12:18:43,2024-04-24 04:46:57,2024-04-24 04:46:57,Crosscheck of JVET-AH0117 (AHG12: Modification of chroma QP mapping table for ECM),C. Ma (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0351-v1.zip,3
JVET-AH0352,m68091,2024-04-22 12:59:09,2024-04-22 13:02:42,2024-04-23 12:21:10,AHG9: Updated semantics for syntax element po_sei_wrapping_flag[ i ],"Hendry (LGE), M. M. Hannuksela (Nokia)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0352-v2.zip,2
JVET-AH0353,m68095,2024-04-22 15:21:21,2024-04-22 15:23:17,2024-04-22 15:23:34,Crosscheck of JVET-AH0180 (AHG12: Modified CTC for encoding time reduction under low-delay configuration),W. Ahmad (Ericsson),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0353-v2.zip,3
JVET-AH0354,m68100,2024-04-22 18:12:08,2024-04-23 06:51:29,2024-04-23 06:51:29,BoG on NNVC training materials,"E. Alshina, F. Galpin",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0354-v1.zip,0
JVET-AH0355,m68126,2024-04-24 10:27:44,2024-04-24 11:19:49,2024-04-24 11:19:49,BoG report: Gaming content sequence selection,"J. Sauer, S. Puri (co-chairs), R. Chernyak, A. Duenas, L. Wang (vice chairs)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0355-v1.zip,0
JVET-AH1000,m68130,2024-04-24 15:14:19,2024-05-22 23:40:34,2024-05-22 23:40:34,Meeting Report of the 34th JVET Meeting,J.-R. Ohm,https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1000-v1.zip,1
JVET-AH1003,m68131,2024-04-24 15:16:22,2024-07-11 06:46:41,2024-07-11 06:46:41,Coding-independent code points for video signal type identification (Draft 3),"G. J. Sullivan, A. Tourapis",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1003-v1.zip,0
JVET-AH1004,m68132,2024-04-24 15:16:54,2024-07-09 14:47:35,2024-07-09 14:47:35,"Errata report items for VVC, VSEI, HEVC, AVC, and Video CICP","Y.-K. Wang, B. Bross, I. Moccagatta, C. Rosewarne, G. J. Sullivan",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1004-v1.zip,0
JVET-AH1005,m68133,2024-04-24 15:17:35,2024-07-11 14:46:57,2024-07-11 14:46:57,Technology under consideration for future editions of CICP,"E. Thomas, A. Tourapis",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1005-v1.zip,0
JVET-AH1006,m68134,2024-04-24 15:18:10,2024-06-29 00:57:11,2024-07-11 19:37:50,HEVC with extensions and corrections (draft 3),"Y.-K. Wang, B. Bross, T. Ikai, G. J. Sullivan, A. Tourapis",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1006-v2.zip,0
JVET-AH1008,m68135,2024-04-24 15:18:40,2024-07-05 20:44:21,2024-07-05 20:44:21,Conformance testing for HEVC multiview extended and monochrome profiles,"I. Moccagatta, S. Paluri, A. Tourapis, Y.-K. Wang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1008-v1.zip,1
JVET-AH1016,m68136,2024-04-24 15:19:12,2024-06-26 22:24:07,2024-06-26 22:24:07,AVC with extensions and corrections (draft 3),"B. Bross, T. Ikai, G. J. Sullivan, A. Tourapis, Y.-K. Wang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH1016-v1.zip,0
JVET-AH2002,m68137,2024-04-24 15:25:32,2024-06-20 23:18:28,2024-07-07 05:37:59,Algorithm description for Versatile Video Coding and Test Model 22,"Y. Ye, A. Browne, S. Kim",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2002-v3.zip,0
JVET-AH2005,m68138,2024-04-24 15:26:08,2024-07-09 08:32:43,2024-07-09 08:32:43,Additions and corrections for VVC version 4 (Draft 8),"G. J. Sullivan, B. Bross, M. M. Hannuksela, Y.-K. Wang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2005-v1.zip,0
JVET-AH2006,m68139,2024-04-24 15:26:38,2024-05-17 22:39:24,2024-05-17 22:39:24,Additional SEI messages for VSEI version 4 (Draft 2),"J. Boyce, J. Chen, S. Deshpande, M. M. Hannuksela, Hendry, S. McCarthy, G. J. Sullivan, Y.-K. Wang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2006-v1.zip,0
JVET-AH2009,m68140,2024-04-24 15:27:19,2024-07-11 10:42:31,2024-07-11 10:42:31,Reference software for versatile video coding 2nd edition (Draft 1),"F. Bossen, K. Sühring, X. Li",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2009-v1.zip,1
JVET-AH2019,m68141,2024-04-24 15:27:52,2024-06-12 16:34:15,2024-07-08 03:38:45,Description of algorithms and software in neural network-based video coding (NNVC) version 7,"F. Galpin, Y. Li, D. Rusanovskyy, J. Ström, L. Wang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2019-v2.zip,0
JVET-AH2021,m68143,2024-04-24 15:32:45,2024-07-08 08:39:10,2024-07-08 08:39:10,Verification test plan for VVC multilayer coding (update 3),"O. Chubach, P. de Lagrange, M. Wien",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2021-v1.zip,0
JVET-AH2022,m68144,2024-04-24 15:33:18,2024-07-08 13:17:32,2024-07-08 13:17:32,Draft plan for subjective quality testing of the FGC SEI message (update 2),"P. de Lagrange, W. Husak, M. Radosavljević, M. Wien",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2022-v1.zip,0
JVET-AH2023,m68112,2024-04-23 13:58:28,2024-04-23 13:58:59,2024-05-21 12:01:30,Exploration Experiments on Neural Network-based Video Coding (EE1),"E. Alshina, F. Galpin, R. Chang, Y. Li, D.  Rusanovskyy, M. Santamaria, J. Ström, Z. Xie",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2023-v5.zip,0
JVET-AH2024,m68111,2024-04-23 13:58:13,2024-04-23 14:20:44,2024-05-28 18:39:39,Exploration experiment on enhanced compression beyond VVC capability (EE2),"V. Seregin, J. Chen, R. Chernyak, K. Naser, J. Ström, F. Wang, M. Winken, X. Xiu, K. Zhang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2024-v3.zip,0
JVET-AH2025,m68146,2024-04-24 15:37:09,2024-06-26 23:33:48,2024-06-26 23:33:48,Algorithm description of Enhanced Compression Model 13 (ECM 13),"M. Coban, R.-L. Liao, K. Naser, J. Ström, L. Zhang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2025-v1.zip,0
JVET-AH2027,m68147,2024-04-24 15:37:45,2024-05-16 20:29:38,2024-06-06 03:09:28,Draft CTC for gaming applications,"J. Sauer, R. Chernyak, S. Puri, S. Thiebaud",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2027-v2.zip,0
JVET-AH2029,m68148,2024-04-24 15:39:01,2024-07-08 13:16:55,2024-07-08 13:16:55,Visual quality comparison of ECM/VTM encoding,"V. Baroncini, J.-R. Ohm, M. Wien",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2029-v1.zip,0
JVET-AH2030,m68150,2024-04-24 15:43:03,2024-06-07 09:23:23,2024-06-07 09:23:23,Optimization of encoders and receiving systems for machine analysis of coded video content (draft 5),"C. Hollmann, J. Chen, S. Liu",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2030-v1.zip,0
JVET-AH2031,m68151,2024-04-24 15:44:24,2024-05-22 23:12:23,2024-05-22 23:12:23,Common test conditions for optimization of encoders and receiving systems for machine analysis of coded video content,"S. Liu, C. Hollmann",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2031-v1.zip,0
JVET-AH2032,m68152,2024-04-24 15:45:13,2024-06-01 01:17:08,2024-07-19 01:41:21,Technologies under consideration for future extensions of VSEI (version 4),"S. McCarthy, J. Boyce, J. Chen, S. Deshpande, M. M. Hannuksela, Hendry",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH2032-v3.zip,0
JVET-AI0001,m68506,2024-07-05 16:17:41,2024-07-10 12:56:44,2024-07-19 07:07:24,JVET AHG report: Project Management (AHG1),"J.-R. Ohm (chair), G. J. Sullivan (vice chair)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0001-v3.zip,0
JVET-AI0002,m68507,2024-07-05 16:18:07,2024-07-11 13:45:29,2024-07-11 19:31:39,JVET AHG report: Draft text and test model algorithm description editing (AHG2),"B. Bross, C. Rosewarne (co-chairs), F. Bossen, A. Browne, S. Kim, S. Liu, J.-R. Ohm, G. J. Sullivan, A. Tourapis, Y.-K. Wang, Y. Ye (vice chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0002-v2.zip,0
JVET-AI0003,m68508,2024-07-05 16:18:31,2024-07-12 02:50:39,2024-07-12 02:50:39,JVET AHG report: Test model software development (AHG3),"F. Bossen, X. Li, K. Sühring (co-chairs), E. François, Y. He, K. Sharman, V. Seregin, A. Tourapis (vice chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0003-v1.zip,0
JVET-AI0004,m68509,2024-07-05 16:18:50,2024-07-12 02:52:51,2024-07-12 02:52:51,JVET AHG report: Test material and visual assessment (AHG4),"V. Baroncini, T. Suzuki, M. Wien (co-chairs), W. Husak, S. Iwamura, P. de Lagrange, S. Liu, X. Meng, S. Puri, A. Segall, S. Wenger (vice-chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0004-v1.zip,0
JVET-AI0005,m68510,2024-07-05 16:19:09,2024-07-10 01:01:46,2024-07-13 02:38:44,JVET AHG report: Conformance testing (AHG5),"I. Moccagatta (chair), F. Bossen, K. Kawamura, P. de Lagrange, T. Ikai, S. Iwamura, H.-J. Jhu, S. Paluri, K. Sühring, Y. Yu (vice chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0005-v3.zip,0
JVET-AI0006,m68511,2024-07-05 16:19:34,2024-07-11 14:10:11,2024-07-11 14:10:11,JVET AHG report: ECM software development (AHG6),"V. Seregin (chair), J. Chen, R. Chernyak, F. Le Léannec, K. Zhang (vice-chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0006-v1.zip,0
JVET-AI0007,m68512,2024-07-05 16:20:30,2024-07-11 14:24:05,2024-07-11 14:24:08,JVET AHG report: ECM tool assessment (AHG7),"X. Li (chair), L.-F. Chen, Z. Deng, J. Gan, E. François, H.-J. Jhu, X. Li, H. Wang (vice chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0007-v2.zip,0
JVET-AI0008,m68513,2024-07-05 16:20:48,2024-07-09 20:53:51,2024-07-09 20:53:51,JVET AHG report: Optimization of encoders and receiving systems for machine analysis of coded video content (AHG8),"C. Hollmann, S. Liu, S. Wang, M. Zhou (AHG chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0008-v1.zip,0
JVET-AI0009,m68514,2024-07-05 16:21:13,2024-07-11 03:19:51,2024-07-12 05:11:38,JVET AHG report: SEI message studies (AHG9),"S. McCarthy, Y.-K. Wang (co-chairs), J. Boyce, T. Chujoh, S. Deshpande, C. Fogg, M. M. Hannuksela, Hendry, P. de Lagrange, G. J. Sullivan, A. Tourapis, S. Wenger (vice-chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0009-v2.zip,0
JVET-AI0010,m68515,2024-07-05 16:21:34,2024-07-11 18:58:16,2024-07-12 06:02:24,JVET AHG report: Encoding algorithm optimization (AHG10),"P. de Lagrange, A. Duenas, R. Sjöberg, A. Tourapis (AHG chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0010-v2.zip,0
JVET-AI0011,m68516,2024-07-05 16:21:56,2024-07-11 15:37:17,2024-07-11 15:37:17,JVET AHG report: Neural network-based video coding (AHG11),"E. Alshina, F. Galpin, S. Liu, A. Segall (co-chairs), J. Li, R.-L. Liao, D. Rusanovskyy, M. Santamaria, T. Shao, M. Wien, P. Wu (vice chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0011-v1.zip,0
JVET-AI0012,m68517,2024-07-05 16:22:19,2024-07-10 23:42:56,2024-07-10 23:42:56,JVET AHG report: Enhanced compression beyond VVC capability (AHG12),"M. Karczewicz, Y. Ye, L. Zhang (co-chairs), B. Bross, R. Chernyak, X. Li, K. Naser, Y. Yu (vice-chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0012-v1.zip,0
JVET-AI0013,m68518,2024-07-05 16:22:36,2024-07-12 05:15:36,2024-07-12 05:15:36,JVET AHG report: Film grain technologies (AHG13),"W. Husak, P. de Lagrange (co-chairs), A. Duenas, D. Grois, Y. He, X. Meng, M. Radosavljević, A. Segall, G. Teniou, A. Tourapis (vice-chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0013-v1.zip,0
JVET-AI0014,m68228,2024-05-30 09:20:20,2024-05-30 19:51:07,2024-07-12 05:07:23,JVET AHG report: NNVC software development (AHG14),"F. Galpin (chair), R. Chang, Y. Li, Y. Li, J. N. Shingala, Z. Xie (vice-chairs)",https://jvet-experts.org/doc_end_user/documents/35_Sapporo/wg11/JVET-AI0014-v5.zip,0
